"display_name","first_name","id","last_name","party","state"
"Bentsen (D-TX)","Lloyd","S009","Bentsen","D","TX"
"Bond (R-MO)","Christopher","S200","Bond","R","MO"
"Craig (R-ID)","Larry","S215","Craig","R","ID"
"Gramm (R-TX)","Phil","S171","Gramm","R","TX"
"Harkin (D-IA)","Tom","S172","Harkin","D","IA"
"Kerrey (D-NE)","J.","S208","Kerrey","D","NE"
"Symms (R-ID)","Steve","S162","Symms","R","ID"
"Adams (D-WA)","Brock","S180","Adams","D","WA"
"Akaka (D-HI)","Daniel","S213","Akaka","D","HI"
"Baucus (D-MT)","Max","S127","Baucus","D","MT"
"Biden (D-DE)","Joseph","S010","Biden","D","DE"
"Bingaman (D-NM)","Jeff","S167","Bingaman","D","NM"
"Boren (D-OK)","David","S128","Boren","D","OK"
"Bradley (D-NJ)","Bill","S132","Bradley","D","NJ"
"Breaux (D-LA)","John","S179","Breaux","D","LA"
"Brown (R-CO)","Hank","S214","Brown","R","CO"
"Bryan (D-NV)","Richard","S206","Bryan","D","NV"
"Bumpers (D-AR)","Dale","S014","Bumpers","D","AR"
"Burdick, Quentin S (D-ND)","Quentin","S015","Burdick","D","ND"
"Burns (R-MT)","Conrad","S211","Burns","R","MT"
"Byrd (D-WV)","Robert","S017","Byrd","D","WV"
"Chafee (R-RI)","John","S116","Chafee","R","RI"
"Coats (R-IN)","Dan","S212","Coats","R","IN"
"Cochran (R-MS)","Thad","S136","Cochran","R","MS"
"Cohen (R-ME)","William","S137","Cohen","R","ME"
"Conrad (D-ND)","Kent","S201","Conrad","D","ND"
"Cranston (D-CA)","Alan","S023","Cranston","D","CA"
"D'Amato (R-NY)","Alfonse","S147","D'Amato","R","NY"
"Danforth (R-MO)","John","S108","Danforth","R","MO"
"Daschle (D-SD)","Thomas","S185","Daschle","D","SD"
"DeConcini (D-AZ)","Dennis","S102","DeConcini","D","AZ"
"Dixon (D-IL)","Alan","S149","Dixon","D","IL"
"Dodd (D-CT)","Christopher","S150","Dodd","D","CT"
"Dole (R-KS)","Bob","S026","Dole","R","KS"
"Domenici (R-NM)","Pete","S027","Domenici","R","NM"
"Durenberger (R-MN)","Dave","S133","Durenberger","R","MN"
"Exon (D-NE)","J.","S129","Exon","D","NE"
"Ford (D-KY)","Wendell","S033","Ford","D","KY"
"Fowler (D-GA)","Wyche","S183","Fowler","D","GA"
"Garn (R-UT)","Jake","S034","Garn","R","UT"
"Glenn (D-OH)","John","S035","Glenn","D","OH"
"Gore (D-TN)","Albert","S170","Gore","D","TN"
"Gorton (R-WA)","Slade","S152","Gorton","R","WA"
"Graham (D-FL)","Bob","S199","Graham","D","FL"
"Grassley (R-IA)","Chuck","S153","Grassley","R","IA"
"Hatch (R-UT)","Orrin","S118","Hatch","R","UT"
"Hatfield (R-OR)","Mark","S044","Hatfield","R","OR"
"Heflin (D-AL)","Howell","S130","Heflin","D","AL"
"Helms (R-NC)","Jesse","S046","Helms","R","NC"
"Hollings (D-SC)","Ernest","S047","Hollings","D","SC"
"Inouye (D-HI)","Daniel","S051","Inouye","D","HI"
"Jeffords (R-VT)","James","S204","Jeffords","R","VT"
"Johnston (D-LA)","J.","S054","Johnston","D","LA"
"Kassebaum (R-KS)","Nancy","S140","Kassebaum","R","KS"
"Kasten (R-WI)","Robert","S155","Kasten","R","WI"
"Kennedy (D-MA)","Edward","S055","Kennedy","D","MA"
"Kerry (D-MA)","John","S173","Kerry","D","MA"
"Kohl (D-WI)","Herb","S209","Kohl","D","WI"
"Lautenberg (D-NJ)","Frank","S166","Lautenberg","D","NJ"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Lieberman (D-CT)","Joseph","S210","Lieberman","D","CT"
"Lott (R-MS)","Trent","S203","Lott","R","MS"
"Lugar (R-IN)","Richard","S105","Lugar","R","IN"
"Mack (R-FL)","Connie","S205","Mack","R","FL"
"McCain (R-AZ)","John","S197","McCain","R","AZ"
"McConnell (R-KY)","Mitch","S174","McConnell","R","KY"
"Metzenbaum (D-OH)","Howard","S114","Metzenbaum","D","OH"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
"Mitchell (D-ME)","George","S144","Mitchell","D","ME"
"Moynihan (D-NY)","Daniel","S113","Moynihan","D","NY"
"Murkowski (R-AK)","Frank","S157","Murkowski","R","AK"
"Nickles (R-OK)","Don","S158","Nickles","R","OK"
"Nunn (D-GA)","Sam","S074","Nunn","D","GA"
"Packwood (R-OR)","Bob","S075","Packwood","R","OR"
"Pell (D-RI)","Claiborne","S078","Pell","D","RI"
"Pressler (R-SD)","Larry","S141","Pressler","R","SD"
"Pryor (D-AR)","David","S125","Pryor","D","AR"
"Reid (D-NV)","Harry","S198","Reid","D","NV"
"Riegle (D-MI)","Donald","S107","Riegle","D","MI"
"Robb (D-VA)","Charles","S207","Robb","D","VA"
"Rockefeller (D-WV)","John","S176","Rockefeller","D","WV"
"Roth (R-DE)","William","S083","Roth","R","DE"
"Rudman (R-NH)","Warren","S160","Rudman","R","NH"
"Sanford (D-NC)","Terry","S178","Sanford","D","NC"
"Sarbanes (D-MD)","Paul","S106","Sarbanes","D","MD"
"Sasser (D-TN)","Jim","S117","Sasser","D","TN"
"Seymour (R-CA)","John","S218","Seymour","R","CA"
"Shelby (D-AL)","Richard","S184","Shelby","D","AL"
"Simon (D-IL)","Paul","S175","Simon","D","IL"
"Simpson (R-WY)","Alan","S142","Simpson","R","WY"
"Smith (R-NH)","Bob","S216","Smith","R","NH"
"Specter (R-PA)","Arlen","S161","Specter","R","PA"
"Stevens (R-AK)","Ted","S090","Stevens","R","AK"
"Thurmond (R-SC)","Strom","S096","Thurmond","R","SC"
"Wallop (R-WY)","Malcolm","S119","Wallop","R","WY"
"Warner (R-VA)","John","S143","Warner","R","VA"
"Wellstone (D-MN)","Paul","S217","Wellstone","D","MN"
"Wirth (D-CO)","Timothy","S181","Wirth","D","CO"
"Wofford (D-PA)","Harris","S219","Wofford","D","PA"
"Burdick, Jocelyn Birch (D-ND)","Jocelyn","S220","Burdick","D","ND"
